enrollment_id,attendance_date,status
3176,2025-09-15,Present
4907,2025-02-21,Present
49,2025-01-26,Absent
2429,2025-10-24,Absent
3037,2025-06-08,Present
1733,2025-02-24,Present
4337,2025-06-05,Absent
2548,2025-09-06,Present
483,2025-06-28,Absent
713,2025-10-31,Absent
882,2025-08-19,Present
3949,2025-06-26,Present
1570,2025-08-13,Present
1710,2025-05-08,Absent
3932,2025-05-22,Absent
1926,2025-06-21,Present
3992,2025-08-28,Absent
4251,2025-06-24,Present
2602,2025-08-16,Present
4256,2025-04-03,Present
3649,2025-09-30,Present
2039,2025-06-14,Absent
3732,2025-05-26,Absent
1293,2025-11-04,Present
338,2025-03-25,Absent
2622,2025-05-27,Present
2248,2025-02-20,Present
1078,2025-05-28,Absent
2968,2025-02-16,Absent
3862,2025-06-02,Absent
2913,2025-11-09,Absent
2279,2025-03-20,Present
3348,2025-04-26,Present
4702,2025-04-06,Absent
3405,2025-11-06,Absent
2941,2025-04-23,Present
2412,2025-10-12,Absent
3287,2025-04-12,Absent
529,2025-05-27,Present
1504,2025-03-27,Present
4233,2025-07-08,Present
3713,2025-09-05,Absent
2187,2025-05-16,Present
3900,2025-10-09,Present
4170,2025-01-26,Absent
1193,2025-06-24,Present
3456,2025-11-09,Present
3933,2025-10-11,Absent
1256,2025-07-22,Present
4957,2025-01-12,Absent
710,2025-02-04,Present
1555,2025-10-02,Absent
3977,2025-07-30,Absent
1330,2025-08-06,Present
516,2025-03-17,Present
4148,2025-01-12,Present
2124,2025-03-02,Absent
3446,2025-02-12,Present
621,2025-04-30,Present
981,2025-10-29,Present
552,2025-09-09,Absent
548,2025-06-14,Present
4362,2025-08-04,Present
4165,2025-09-17,Present
791,2025-04-01,Present
672,2025-10-24,Absent
4477,2025-04-28,Absent
547,2025-07-05,Absent
2508,2025-05-13,Absent
832,2025-05-31,Absent
2420,2025-08-10,Present
1091,2025-10-29,Absent
1546,2025-04-12,Absent
4872,2025-08-26,Absent
1044,2025-05-22,Present
3206,2025-01-03,Present
4320,2025-09-01,Present
2479,2025-03-16,Absent
4326,2025-04-18,Absent
1698,2025-10-20,Present
929,2025-07-03,Absent
3481,2025-03-26,Present
1274,2025-06-21,Absent
3258,2025-02-01,Present
2256,2025-07-13,Absent
1869,2025-09-03,Present
1731,2025-08-03,Present
3882,2025-07-16,Present
3916,2025-06-13,Absent
965,2025-10-23,Absent
4366,2025-09-14,Present
849,2025-03-08,Absent
1053,2025-11-01,Absent
1037,2025-09-29,Present
584,2025-06-28,Absent
1477,2025-03-31,Absent
2734,2025-02-06,Present
4253,2025-01-11,Absent
945,2025-07-17,Absent
788,2025-05-13,Present
2642,2025-09-03,Absent
3970,2025-01-26,Absent
849,2025-09-02,Absent
1940,2025-03-17,Absent
3003,2025-04-28,Present
3127,2025-08-06,Present
3576,2025-01-09,Absent
1887,2025-10-29,Present
4789,2025-11-09,Present
796,2025-07-28,Absent
4337,2025-09-15,Absent
447,2025-09-13,Present
4196,2025-04-28,Absent
4039,2025-01-15,Absent
3732,2025-01-28,Present
1825,2025-06-21,Present
1651,2025-08-01,Absent
3247,2025-08-25,Present
4144,2025-02-11,Present
3256,2025-02-03,Absent
1773,2025-10-29,Present
4227,2025-03-01,Present
3261,2025-03-17,Absent
4911,2025-10-25,Absent
37,2025-10-31,Absent
2510,2025-01-23,Present
1498,2025-09-12,Present
63,2025-03-17,Absent
1758,2025-09-12,Absent
4212,2025-08-10,Absent
4816,2025-03-20,Present
1892,2025-08-16,Absent
1738,2025-03-19,Absent
3141,2025-08-18,Present
4868,2025-06-04,Present
1516,2025-03-24,Absent
1916,2025-03-09,Present
290,2025-09-20,Absent
1314,2025-09-15,Absent
1955,2025-08-09,Absent
3228,2025-09-08,Absent
3064,2025-07-05,Present
2595,2025-03-08,Present
1734,2025-02-11,Present
4126,2025-10-30,Present
4584,2025-08-03,Absent
1333,2025-02-05,Absent
4101,2025-09-05,Absent
4793,2025-01-11,Present
2388,2025-04-17,Present
4999,2025-04-12,Present
2166,2025-04-15,Absent
4231,2025-07-01,Absent
3352,2025-10-10,Present
1138,2025-06-11,Present
695,2025-09-29,Absent
207,2025-05-18,Present
2453,2025-05-28,Present
493,2025-11-08,Absent
2869,2025-04-06,Absent
2603,2025-03-12,Absent
1405,2025-03-08,Absent
1096,2025-07-26,Present
1455,2025-06-27,Absent
2939,2025-08-08,Present
4136,2025-07-20,Present
3820,2025-10-15,Present
4888,2025-07-21,Present
4520,2025-08-19,Absent
2477,2025-06-21,Absent
779,2025-05-27,Present
1551,2025-05-12,Present
2145,2025-04-13,Present
4284,2025-11-01,Absent
4824,2025-10-09,Present
1160,2025-01-03,Present
669,2025-07-27,Absent
678,2025-01-19,Present
4251,2025-09-03,Absent
429,2025-06-02,Present
3816,2025-10-03,Present
3188,2025-09-02,Absent
4670,2025-11-08,Absent
2370,2025-10-12,Absent
4849,2025-07-29,Present
1299,2025-05-10,Absent
955,2025-07-30,Absent
1184,2025-07-30,Absent
4424,2025-06-17,Present
3182,2025-01-14,Absent
2101,2025-08-05,Present
4105,2025-06-24,Absent
713,2025-10-10,Absent
1616,2025-10-29,Absent
1608,2025-02-11,Absent
4437,2025-08-12,Present
2097,2025-05-08,Absent
909,2025-03-08,Present
476,2025-02-23,Absent
511,2025-09-13,Absent
4438,2025-10-15,Present
4002,2025-09-10,Present
3114,2025-06-10,Absent
3187,2025-02-04,Absent
2330,2025-01-08,Absent
4758,2025-07-12,Absent
3643,2025-04-14,Present
1840,2025-08-13,Absent
1178,2025-06-19,Absent
4802,2025-08-16,Absent
1518,2025-03-15,Absent
3737,2025-04-13,Present
1770,2025-09-10,Present
2297,2025-02-25,Present
4946,2025-10-06,Present
2893,2025-10-11,Absent
1465,2025-07-15,Present
2297,2025-02-04,Absent
3141,2025-06-17,Present
1369,2025-09-29,Present
689,2025-06-20,Absent
4550,2025-09-01,Present
992,2025-06-02,Absent
966,2025-10-27,Present
1426,2025-03-30,Present
533,2025-04-27,Present
3888,2025-05-13,Present
950,2025-08-10,Absent
4721,2025-10-21,Present
3749,2025-09-03,Present
1522,2025-07-21,Absent
4001,2025-05-01,Present
1400,2025-08-05,Absent
1750,2025-10-22,Absent
1059,2025-04-29,Present
1657,2025-10-15,Present
4728,2025-04-25,Present
1653,2025-10-20,Absent
3418,2025-03-23,Present
4029,2025-09-29,Present
4288,2025-05-05,Absent
3890,2025-01-11,Present
3000,2025-04-08,Present
4794,2025-07-02,Absent
186,2025-05-12,Present
4889,2025-07-30,Absent
2846,2025-08-27,Absent
3639,2025-05-20,Absent
3977,2025-05-04,Absent
3343,2025-01-22,Absent
4002,2025-03-20,Present
2854,2025-05-28,Present
901,2025-10-08,Present
2339,2025-04-05,Present
1492,2025-01-17,Present
33,2025-06-10,Present
3031,2025-10-05,Present
4541,2025-04-17,Present
492,2025-07-16,Absent
3630,2025-11-06,Present
2700,2025-04-23,Present
1336,2025-04-28,Present
1213,2025-10-04,Absent
3840,2025-01-03,Present
3477,2025-08-01,Present
3201,2025-01-06,Present
28,2025-02-23,Present
4984,2025-03-16,Absent
4916,2025-01-25,Present
2300,2025-01-09,Absent
1386,2025-09-02,Present
2204,2025-01-08,Present
3575,2025-10-19,Absent
3602,2025-07-22,Present
3198,2025-03-03,Absent
1750,2025-04-02,Present
1424,2025-01-04,Absent
4106,2025-04-25,Absent
3239,2025-08-27,Present
1774,2025-08-13,Present
2688,2025-06-03,Present
2656,2025-09-16,Absent
2225,2025-08-23,Absent
148,2025-07-16,Absent
2395,2025-09-04,Present
898,2025-03-25,Present
2347,2025-06-21,Present
4850,2025-03-01,Present
2768,2025-07-02,Absent
3240,2025-07-21,Present
4028,2025-05-09,Absent
452,2025-09-12,Present
3446,2025-06-24,Absent
4511,2025-05-19,Present
3377,2025-03-11,Present
2410,2025-06-29,Absent
4270,2025-07-01,Absent
991,2025-09-10,Absent
3154,2025-09-21,Absent
1,2025-01-21,Present
1031,2025-11-06,Present
4649,2025-09-20,Present
140,2025-10-16,Absent
4738,2025-09-14,Absent
271,2025-02-26,Absent
2009,2025-08-31,Present
1802,2025-05-20,Present
3263,2025-05-30,Present
3177,2025-05-22,Present
662,2025-08-06,Present
2797,2025-06-03,Absent
555,2025-02-11,Absent
3992,2025-04-03,Absent
3649,2025-02-24,Absent
4326,2025-04-02,Present
4597,2025-10-28,Absent
3526,2025-07-04,Absent
4969,2025-09-12,Present
3333,2025-10-08,Present
2785,2025-04-03,Present
3574,2025-03-16,Absent
830,2025-02-27,Present
778,2025-03-18,Present
3091,2025-08-13,Present
2301,2025-04-06,Absent
3374,2025-01-07,Absent
4491,2025-09-05,Absent
587,2025-09-02,Present
3993,2025-05-21,Absent
3879,2025-10-27,Present
1395,2025-07-20,Present
3923,2025-01-09,Present
160,2025-08-23,Absent
3846,2025-08-13,Present
1298,2025-05-10,Present
1390,2025-09-25,Absent
1067,2025-08-19,Present
1588,2025-11-02,Present
4278,2025-10-23,Absent
1339,2025-08-05,Present
3273,2025-08-26,Present
2918,2025-10-15,Present
1706,2025-10-20,Present
4004,2025-05-13,Present
1451,2025-05-07,Absent
1176,2025-07-12,Present
474,2025-09-23,Present
2604,2025-04-03,Absent
173,2025-09-09,Present
4228,2025-10-16,Present
2286,2025-10-15,Present
1762,2025-01-15,Absent
730,2025-02-10,Present
3433,2025-06-24,Present
674,2025-01-14,Present
2478,2025-05-17,Present
2228,2025-10-05,Present
1540,2025-04-07,Absent
4468,2025-02-12,Absent
660,2025-03-17,Present
791,2025-07-25,Present
128,2025-10-24,Present
3416,2025-03-26,Absent
1502,2025-08-12,Present
219,2025-11-07,Present
4590,2025-04-21,Present
315,2025-10-01,Present
774,2025-05-08,Present
3685,2025-07-23,Present
4670,2025-04-05,Absent
1443,2025-01-17,Absent
3212,2025-08-13,Present
729,2025-07-19,Absent
3692,2025-09-28,Present
2548,2025-09-07,Present
4560,2025-05-27,Absent
1380,2025-07-26,Present
2934,2025-04-29,Absent
3322,2025-06-01,Absent
74,2025-09-19,Present
1316,2025-06-09,Present
2726,2025-01-20,Present
4675,2025-07-26,Present
1228,2025-06-13,Absent
3078,2025-04-20,Present
893,2025-11-08,Present
1363,2025-04-06,Present
371,2025-01-17,Absent
134,2025-02-15,Present
932,2025-01-20,Absent
3345,2025-09-30,Absent
4854,2025-09-08,Present
4414,2025-03-19,Present
4060,2025-07-03,Absent
946,2025-10-27,Present
4577,2025-08-31,Present
715,2025-04-21,Present
633,2025-04-29,Absent
408,2025-02-23,Present
1466,2025-06-07,Present
4581,2025-08-11,Present
4299,2025-10-08,Present
3936,2025-09-23,Present
3782,2025-02-21,Present
424,2025-04-07,Present
4286,2025-01-12,Absent
62,2025-10-17,Absent
3349,2025-03-26,Present
1454,2025-09-13,Absent
4302,2025-06-07,Present
2538,2025-01-15,Present
1173,2025-04-22,Present
4217,2025-08-24,Present
3905,2025-07-28,Present
4521,2025-08-14,Present
1470,2025-03-11,Absent
2959,2025-05-24,Absent
1144,2025-09-14,Absent
217,2025-06-14,Present
2401,2025-03-24,Absent
3285,2025-06-14,Present
4667,2025-05-07,Present
346,2025-05-09,Present
931,2025-07-05,Absent
1245,2025-03-16,Absent
4346,2025-02-06,Present
3123,2025-05-18,Absent
2273,2025-10-17,Absent
3120,2025-05-16,Absent
4156,2025-01-29,Absent
1891,2025-04-03,Present
4,2025-01-02,Absent
2872,2025-07-21,Absent
3694,2025-02-15,Absent
1026,2025-10-03,Absent
2321,2025-06-03,Absent
2378,2025-06-16,Absent
3236,2025-07-25,Present
442,2025-06-03,Absent
2006,2025-05-14,Absent
3862,2025-04-14,Absent
2985,2025-03-14,Present
342,2025-09-01,Absent
1484,2025-03-16,Absent
4684,2025-07-16,Present
4680,2025-01-10,Present
3866,2025-01-23,Present
4409,2025-03-11,Present
4014,2025-08-19,Present
570,2025-01-28,Present
1312,2025-07-22,Absent
2480,2025-01-15,Present
1951,2025-06-20,Present
614,2025-08-24,Absent
1679,2025-05-23,Present
4327,2025-09-09,Present
3735,2025-03-19,Present
4826,2025-04-13,Absent
2992,2025-03-15,Present
2642,2025-04-26,Present
3171,2025-08-14,Absent
2385,2025-11-08,Absent
4968,2025-08-05,Present
2565,2025-08-10,Absent
4380,2025-04-11,Absent
3290,2025-07-17,Present
1708,2025-03-24,Absent
1537,2025-09-03,Present
1057,2025-07-12,Present
2361,2025-06-08,Absent
3296,2025-01-05,Present
2146,2025-09-12,Absent
223,2025-04-14,Present
2294,2025-10-20,Present
4201,2025-06-29,Absent
3942,2025-01-01,Present
4082,2025-09-05,Absent
116,2025-11-06,Present
1634,2025-06-01,Absent
2139,2025-05-08,Present
3281,2025-02-13,Absent
754,2025-10-04,Absent
4381,2025-11-04,Present
45,2025-10-31,Absent
3450,2025-06-25,Present
303,2025-10-06,Absent
1828,2025-07-13,Present
4935,2025-09-17,Absent
1411,2025-02-10,Absent
4250,2025-03-14,Present
903,2025-10-30,Absent
645,2025-11-10,Present
3498,2025-04-29,Absent
1165,2025-07-05,Absent
1147,2025-05-30,Absent
344,2025-02-06,Absent
75,2025-09-06,Absent
302,2025-02-17,Present
4228,2025-08-12,Absent
3210,2025-07-08,Present
2540,2025-02-07,Absent
1241,2025-09-08,Present
4766,2025-10-03,Present
4372,2025-06-29,Present
2286,2025-08-21,Present
2697,2025-07-27,Present
3764,2025-01-03,Present
355,2025-07-20,Absent
3524,2025-10-10,Present
327,2025-08-10,Present
4517,2025-08-04,Absent
2954,2025-05-08,Present
1482,2025-07-23,Absent
3114,2025-06-03,Absent
4247,2025-08-04,Present
207,2025-04-22,Absent
505,2025-05-10,Absent
4784,2025-01-27,Present
3342,2025-05-31,Absent
268,2025-07-23,Present
873,2025-04-23,Present
851,2025-03-19,Present
3722,2025-01-19,Present
3371,2025-02-20,Absent
1512,2025-09-07,Present
2685,2025-02-23,Present
4289,2025-02-17,Absent
179,2025-04-29,Absent
2523,2025-10-25,Absent
1409,2025-01-30,Present
2659,2025-03-21,Present
2712,2025-07-31,Present
3730,2025-05-03,Absent
1264,2025-05-07,Absent
760,2025-11-08,Present
3877,2025-04-27,Present
4563,2025-01-14,Absent
3744,2025-03-19,Present
301,2025-03-10,Absent
1109,2025-04-26,Present
1049,2025-02-05,Absent
1785,2025-06-04,Present
2797,2025-06-13,Present
118,2025-05-11,Present
3124,2025-05-01,Present
983,2025-03-26,Absent
758,2025-03-08,Present
2058,2025-08-31,Present
2523,2025-08-26,Absent
3556,2025-03-24,Absent
3828,2025-02-07,Absent
1452,2025-09-05,Absent
866,2025-01-04,Present
4489,2025-02-13,Absent
1943,2025-11-03,Absent
1360,2025-03-19,Absent
2306,2025-02-22,Present
4219,2025-06-29,Present
3383,2025-03-02,Absent
3539,2025-04-02,Absent
3866,2025-08-31,Absent
1457,2025-10-08,Absent
62,2025-05-11,Absent
1542,2025-04-18,Present
912,2025-03-01,Present
1313,2025-09-17,Present
202,2025-01-13,Present
3428,2025-01-10,Present
979,2025-09-11,Present
2715,2025-04-25,Absent
2718,2025-01-09,Absent
157,2025-01-10,Present
1157,2025-11-06,Present
4082,2025-01-04,Present
3279,2025-02-04,Absent
153,2025-08-27,Absent
4998,2025-10-14,Present
3674,2025-08-02,Present
4184,2025-02-14,Absent
1052,2025-10-29,Absent
1452,2025-09-28,Present
4060,2025-09-15,Absent
2767,2025-09-11,Present
1878,2025-05-16,Absent
1074,2025-04-22,Present
2811,2025-01-29,Present
3930,2025-06-18,Absent
4058,2025-02-22,Absent
414,2025-09-01,Absent
3525,2025-05-24,Absent
1951,2025-04-22,Present
2113,2025-06-24,Absent
3595,2025-03-27,Present
334,2025-08-17,Absent
1456,2025-09-16,Present
3964,2025-02-17,Present
3727,2025-09-15,Absent
746,2025-07-01,Present
3247,2025-03-04,Absent
993,2025-04-25,Absent
1101,2025-04-15,Present
278,2025-08-13,Absent
3524,2025-08-19,Present
4052,2025-04-24,Present
4124,2025-08-18,Present
2047,2025-03-21,Absent
94,2025-05-30,Absent
4975,2025-06-30,Absent
334,2025-11-06,Present
2382,2025-02-22,Absent
3239,2025-06-26,Present
2258,2025-02-09,Present
4856,2025-07-21,Present
2216,2025-10-26,Absent
789,2025-09-18,Absent
1773,2025-09-23,Present
1074,2025-03-11,Absent
1174,2025-02-07,Absent
2385,2025-10-12,Present
569,2025-04-03,Absent
4085,2025-08-05,Absent
2553,2025-08-18,Absent
1606,2025-03-06,Absent
3816,2025-05-11,Absent
4231,2025-02-08,Absent
2085,2025-11-10,Present
3479,2025-02-24,Absent
276,2025-06-20,Absent
4247,2025-10-07,Absent
1153,2025-06-12,Absent
2446,2025-04-09,Present
1846,2025-07-31,Absent
1712,2025-05-03,Present
1797,2025-04-02,Present
4827,2025-05-25,Present
1303,2025-05-18,Absent
4751,2025-01-06,Present
2834,2025-10-25,Present
297,2025-04-28,Present
3535,2025-01-17,Absent
865,2025-11-06,Present
4714,2025-08-11,Present
3424,2025-01-27,Absent
501,2025-11-05,Absent
206,2025-04-21,Present
1013,2025-02-20,Present
4591,2025-06-23,Present
4780,2025-01-17,Absent
1186,2025-05-05,Absent
432,2025-11-04,Absent
521,2025-03-12,Absent
496,2025-10-04,Present
4598,2025-07-08,Absent
1964,2025-04-30,Present
495,2025-10-29,Present
790,2025-09-06,Absent
2883,2025-08-23,Present
1173,2025-10-12,Present
185,2025-10-15,Present
746,2025-08-27,Absent
1610,2025-05-13,Absent
3098,2025-05-18,Present
4696,2025-11-08,Absent
1157,2025-04-02,Present
2743,2025-08-22,Present
1185,2025-06-16,Absent
1341,2025-03-29,Present
3476,2025-04-01,Absent
3858,2025-02-03,Present
725,2025-10-16,Present
2748,2025-09-01,Present
4514,2025-05-19,Absent
2636,2025-03-26,Present
3826,2025-07-09,Present
2071,2025-08-25,Present
1553,2025-07-30,Absent
2776,2025-09-26,Present
3538,2025-10-10,Present
334,2025-02-25,Present
4624,2025-08-13,Present
4029,2025-05-27,Present
4840,2025-09-09,Present
4155,2025-10-17,Present
4729,2025-06-22,Present
2890,2025-04-20,Present
4394,2025-07-31,Absent
2719,2025-05-28,Present
2115,2025-10-17,Present
663,2025-11-05,Present
2661,2025-03-12,Absent
1225,2025-10-22,Present
3445,2025-09-20,Absent
1928,2025-05-20,Present
860,2025-07-07,Absent
3562,2025-05-25,Absent
3250,2025-08-27,Absent
2798,2025-04-23,Present
4398,2025-02-26,Absent
2796,2025-05-22,Present
2671,2025-04-14,Present
469,2025-09-01,Absent
4954,2025-03-27,Absent
2967,2025-03-21,Absent
1571,2025-11-10,Absent
2092,2025-04-30,Absent
1868,2025-05-04,Present
3436,2025-03-06,Present
3903,2025-06-02,Absent
4919,2025-01-13,Present
1879,2025-09-05,Present
293,2025-06-11,Present
4546,2025-02-24,Present
1555,2025-03-22,Present
252,2025-09-28,Absent
2656,2025-11-09,Absent
2411,2025-09-03,Absent
1504,2025-01-26,Absent
1082,2025-10-22,Present
1805,2025-10-18,Present
4724,2025-09-15,Present
1482,2025-04-15,Absent
1727,2025-08-12,Absent
2180,2025-05-06,Absent
253,2025-10-05,Absent
4401,2025-07-10,Absent
2392,2025-07-01,Present
4480,2025-01-05,Present
403,2025-03-14,Present
1363,2025-05-14,Absent
4262,2025-11-03,Present
2288,2025-09-02,Absent
2006,2025-03-11,Absent
4402,2025-01-05,Present
1427,2025-05-25,Absent
469,2025-07-12,Present
4232,2025-06-21,Present
4564,2025-03-20,Present
4945,2025-09-15,Present
1255,2025-08-14,Absent
658,2025-03-08,Absent
2250,2025-05-11,Absent
4829,2025-07-27,Absent
2205,2025-01-17,Present
3593,2025-07-28,Absent
1865,2025-10-27,Present
2890,2025-02-21,Absent
1155,2025-04-09,Present
2760,2025-04-21,Absent
642,2025-03-27,Present
574,2025-10-08,Absent
2058,2025-06-07,Absent
4435,2025-05-09,Present
4036,2025-07-19,Absent
4254,2025-08-06,Present
3288,2025-10-13,Present
3943,2025-02-15,Absent
3304,2025-09-06,Absent
139,2025-05-11,Absent
706,2025-06-12,Present
2094,2025-05-21,Present
3482,2025-01-18,Present
1266,2025-06-25,Present
1086,2025-02-12,Absent
3310,2025-01-06,Present
3936,2025-03-14,Present
1671,2025-11-08,Present
4557,2025-06-04,Absent
18,2025-03-24,Absent
2097,2025-07-31,Absent
564,2025-03-23,Absent
32,2025-01-28,Present
3711,2025-09-30,Present
4719,2025-05-19,Absent
3777,2025-08-09,Absent
2760,2025-08-23,Absent
459,2025-02-17,Present
2659,2025-10-17,Present
3037,2025-07-20,Absent
1804,2025-06-03,Absent
3707,2025-07-10,Present
2832,2025-04-13,Present
4186,2025-10-19,Absent
2049,2025-06-19,Absent
764,2025-10-26,Absent
459,2025-04-16,Present
3955,2025-02-18,Present
4677,2025-02-21,Absent
2261,2025-03-02,Absent
815,2025-02-18,Absent
920,2025-11-07,Absent
4111,2025-01-17,Present
2785,2025-02-08,Present
359,2025-03-12,Absent
470,2025-05-09,Absent
2850,2025-03-28,Absent
1548,2025-05-13,Present
3199,2025-09-07,Present
4000,2025-02-02,Absent
1692,2025-06-11,Present
4756,2025-11-04,Present
183,2025-11-03,Absent
136,2025-02-15,Present
202,2025-06-28,Present
3938,2025-03-23,Absent
3114,2025-04-07,Absent
408,2025-08-06,Absent
618,2025-08-27,Absent
4713,2025-07-23,Absent
3330,2025-04-06,Present
733,2025-03-11,Absent
814,2025-10-15,Present
3541,2025-07-30,Absent
3174,2025-07-25,Absent
1145,2025-07-25,Absent
4889,2025-05-27,Absent
703,2025-09-17,Absent
2343,2025-04-05,Absent
4717,2025-03-15,Absent
2095,2025-07-05,Absent
2147,2025-11-07,Absent
4909,2025-06-13,Present
793,2025-04-10,Present
3153,2025-07-03,Absent
2639,2025-04-06,Absent
2949,2025-08-02,Absent
2483,2025-03-13,Absent
4942,2025-06-05,Absent
1502,2025-08-21,Present
2277,2025-03-17,Present
1718,2025-08-09,Present
3610,2025-02-21,Present
587,2025-04-01,Present
2152,2025-01-23,Present
2669,2025-04-30,Present
3673,2025-09-26,Absent
704,2025-05-25,Absent
2599,2025-02-23,Absent
3148,2025-08-17,Present
3797,2025-01-19,Present
1392,2025-06-11,Present
3331,2025-11-08,Absent
3101,2025-07-16,Present
375,2025-06-19,Absent
2975,2025-03-22,Absent
560,2025-09-15,Present
573,2025-07-22,Absent
4485,2025-08-06,Absent
1039,2025-09-29,Present
833,2025-04-04,Absent
3636,2025-05-18,Present
3364,2025-01-30,Absent
2767,2025-02-12,Absent
1491,2025-04-29,Absent
3171,2025-04-13,Present
2050,2025-04-18,Absent
2238,2025-06-17,Absent
2406,2025-03-20,Present
2932,2025-06-10,Absent
423,2025-10-24,Absent
670,2025-04-16,Absent
1241,2025-02-07,Present
1535,2025-03-05,Present
2510,2025-01-29,Absent
1933,2025-09-24,Absent
3482,2025-02-26,Absent
3766,2025-01-05,Present
3435,2025-11-08,Present
314,2025-04-16,Absent
2786,2025-08-27,Present
4819,2025-06-07,Present
617,2025-10-15,Present
2633,2025-10-26,Present
2641,2025-08-01,Present
3236,2025-04-15,Absent
2953,2025-10-11,Absent
1412,2025-01-22,Present
3056,2025-06-02,Present
2791,2025-09-07,Absent
260,2025-08-15,Present
3484,2025-07-12,Present
1737,2025-06-25,Present
3164,2025-04-30,Present
3187,2025-07-25,Present
105,2025-07-06,Absent
1849,2025-09-04,Present
4845,2025-04-26,Absent
3216,2025-09-09,Absent
3931,2025-08-11,Present
36,2025-06-03,Present
1402,2025-08-05,Absent
2384,2025-01-22,Absent
3129,2025-11-04,Present
3477,2025-10-04,Present
916,2025-07-03,Present
3450,2025-07-24,Absent
859,2025-10-17,Present
1765,2025-05-25,Absent
1286,2025-09-14,Present
726,2025-06-19,Present
248,2025-03-25,Present
4330,2025-05-23,Present
1286,2025-06-07,Present
1165,2025-07-09,Present
4519,2025-04-27,Present
4926,2025-08-31,Absent
916,2025-07-27,Absent
3199,2025-06-16,Present
3761,2025-09-03,Present
1075,2025-06-09,Present
3795,2025-09-05,Absent
1499,2025-08-09,Absent
1865,2025-09-21,Present
3683,2025-05-10,Present
2173,2025-05-01,Present
1661,2025-07-25,Present
4015,2025-01-15,Present
3947,2025-10-01,Absent
1208,2025-03-20,Present
1841,2025-02-17,Absent
4082,2025-05-05,Present
636,2025-01-26,Absent
1296,2025-04-03,Present
4687,2025-09-24,Present
1595,2025-08-12,Absent
4932,2025-03-12,Absent
1691,2025-10-29,Absent
4819,2025-05-11,Absent
2715,2025-09-02,Present
3617,2025-07-28,Present
3566,2025-07-31,Absent
2417,2025-05-07,Present
1201,2025-07-29,Present
1031,2025-06-11,Absent
4422,2025-07-23,Absent
422,2025-01-08,Present
2803,2025-09-05,Present
1010,2025-09-30,Present
277,2025-04-04,Absent
3124,2025-05-25,Absent
3266,2025-05-12,Present
1255,2025-07-20,Present
2039,2025-09-26,Present
1803,2025-07-12,Present
3749,2025-06-02,Present
4213,2025-03-29,Absent
3800,2025-05-19,Present
428,2025-08-14,Absent
4808,2025-07-04,Present
2739,2025-02-18,Present
256,2025-04-21,Present
1702,2025-04-01,Absent
4262,2025-04-13,Absent
4547,2025-01-29,Absent
3641,2025-03-18,Present
1380,2025-04-13,Absent
612,2025-08-13,Absent
1108,2025-05-19,Present
3432,2025-09-03,Present
4410,2025-09-28,Absent
2284,2025-10-23,Absent
4658,2025-03-14,Present
716,2025-01-07,Absent
1665,2025-08-05,Present
1266,2025-08-27,Absent
1214,2025-01-03,Present
2851,2025-08-20,Present
449,2025-09-05,Present
1046,2025-08-20,Present
4279,2025-04-22,Absent
1101,2025-02-08,Present
2504,2025-07-19,Present
2077,2025-07-19,Absent
4304,2025-08-21,Present
1419,2025-07-06,Absent
1141,2025-10-08,Absent
4989,2025-07-02,Absent
1264,2025-01-29,Absent
69,2025-02-21,Absent
2093,2025-05-11,Absent
993,2025-10-16,Present
524,2025-11-08,Absent
2527,2025-06-17,Present
64,2025-09-07,Present
4112,2025-08-01,Present
4497,2025-07-27,Present
2753,2025-01-06,Present
3581,2025-04-23,Present
3731,2025-10-26,Absent
3187,2025-04-07,Present
4964,2025-10-01,Present
1332,2025-06-08,Absent
3508,2025-09-10,Absent
2209,2025-10-14,Absent
4502,2025-05-28,Absent
1126,2025-01-15,Present
903,2025-09-09,Present
4333,2025-02-15,Absent
4781,2025-02-08,Present
4330,2025-02-15,Present
1029,2025-01-13,Present
244,2025-08-30,Present
4731,2025-01-04,Present
2400,2025-05-21,Present
4815,2025-05-21,Absent
2175,2025-09-18,Absent
488,2025-07-05,Present
3274,2025-09-14,Present
380,2025-03-20,Absent
103,2025-07-06,Present
3301,2025-08-16,Absent
3818,2025-03-27,Absent
3636,2025-08-09,Present
286,2025-07-23,Present
4151,2025-10-22,Present
1119,2025-04-01,Present
1235,2025-09-23,Absent
852,2025-04-24,Present
3293,2025-06-19,Absent
2822,2025-09-15,Present
1202,2025-09-11,Absent
1697,2025-08-01,Present
2307,2025-06-03,Absent
2022,2025-04-01,Absent
4917,2025-09-09,Absent
4651,2025-09-28,Present
1099,2025-07-17,Absent
3825,2025-08-27,Present
3890,2025-01-17,Absent
1948,2025-06-16,Present
1382,2025-04-23,Absent
4645,2025-07-29,Present
2525,2025-02-21,Absent
2770,2025-04-22,Absent
3606,2025-03-29,Present
749,2025-05-19,Absent
4586,2025-06-23,Present
1926,2025-04-14,Absent
2779,2025-05-30,Present
80,2025-07-18,Present
2363,2025-11-06,Present
1824,2025-09-25,Present
83,2025-07-21,Absent
309,2025-03-01,Present
427,2025-05-28,Absent
3302,2025-10-28,Present
268,2025-08-17,Absent
2494,2025-10-11,Absent
1043,2025-02-06,Present
3346,2025-10-20,Present
1533,2025-10-20,Present
4733,2025-11-07,Absent
4718,2025-04-12,Absent
260,2025-11-08,Absent
3869,2025-03-07,Present
711,2025-10-04,Present
